Student Age,Income,Demographics,Learning Methods,Listening Skills,Study Hours per Week,Tech Proficiency,Attendance Rate,Time Management Skills,Motivation Level,Family Support,Correct Response Rate,Response Time (ms),Confidence Level,Recommended Learning Path,Intervention Flag,Content Difficulty Level,Number of Tutor Sessions,Engagement with Supplemental Resources,Personalization Score
32,73895,Urban,Offline,Hearing,15,Intermediate,59.36,Good,8,Medium,0.85,2897,8.0,"Algorithms, Data Structures, System Design",True,Hard,5,0.03,0.67
28,88037,Urban,Offline,Visual,39,Advanced,97.7,Good,2,High,0.52,7407,5.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,0,0.78,0.17
29,67301,Urban,Hybrid,Visual,11,Beginner,75.13,Average,6,Medium,0.71,14270,5.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,9,0.97,0.51
26,46444,Urban,Hybrid,Hearing,24,Intermediate,89.47,Average,5,Medium,0.65,4693,6.1,"Linear Regression, Neural Networks, Deep Learning",False,Hard,0,0.06,0.33
30,38920,Urban,Hybrid,Visual,10,Beginner,76.36,Average,4,Medium,0.72,17496,7.4,"Linear Regression, Neural Networks, Deep Learning",True,Hard,6,0.42,0.5
33,85449,Urban,Hybrid,Kinesthetic,34,Intermediate,61.41,Good,6,Low,0.69,8262,1.3,"Algorithms, Data Structures, System Design",True,Medium,5,0.19,0.93
34,27149,Rural,Hybrid,Kinesthetic,15,Advanced,51.27,Average,2,Medium,0.97,6058,6.9,"Linear Regression, Neural Networks, Deep Learning",False,Hard,14,0.16,0.34
29,53483,Urban,Offline,Visual,17,Beginner,84.77,Good,1,High,0.97,9116,2.3,"Algorithms, Data Structures, System Design",True,Hard,5,0.64,0.3
30,91830,Rural,Online,Kinesthetic,17,Intermediate,88.85,Poor,2,Low,0.93,16086,2.5,"Algorithms, Data Structures, System Design",False,Easy,12,0.95,0.94
31,66909,Urban,Hybrid,Kinesthetic,16,Beginner,96.88,Poor,3,High,0.73,6360,2.3,"Linear Regression, Neural Networks, Deep Learning",False,Medium,14,0.58,0.23
32,40029,Suburban,Hybrid,Hearing,28,Intermediate,84.09,Good,4,High,0.72,18278,3.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,4,0.16,0.04
22,61194,Suburban,Offline,Hearing,30,Beginner,82.43,Poor,1,High,0.96,1251,5.3,"Linear Regression, Neural Networks, Deep Learning",True,Hard,12,0.56,0.94
18,82063,Urban,Hybrid,Visual,25,Beginner,84.04,Good,6,High,0.94,6973,10.0,"Linear Regression, Neural Networks, Deep Learning",True,Medium,5,0.13,0.54
26,19834,Rural,Offline,Hearing,30,Beginner,68.32,Average,4,Medium,0.98,14753,1.4,"Algorithms, Data Structures, System Design",False,Hard,13,0.98,0.32
26,93577,Suburban,Hybrid,Hearing,27,Intermediate,55.52,Poor,2,Medium,0.59,10886,7.4,"Linear Regression, Neural Networks, Deep Learning",True,Easy,0,0.04,0.31
27,48388,Urban,Online,Visual,28,Beginner,77.82,Good,1,Low,0.97,3581,1.2,"Algorithms, Data Structures, System Design",False,Medium,0,0.27,0.48
26,15627,Rural,Online,Kinesthetic,2,Beginner,71.69,Average,5,Low,0.81,15489,4.3,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,10,0.26,0.94
29,36189,Suburban,Online,Visual,15,Intermediate,68.46,Good,5,Medium,1.0,16482,3.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,4,0.38,0.5
22,98815,Rural,Offline,Hearing,10,Intermediate,76.37,Good,7,Low,0.57,3854,6.0,"Linear Regression, Neural Networks, Deep Learning",True,Hard,4,0.22,0.54
19,85920,Suburban,Offline,Hearing,35,Intermediate,95.34,Good,5,High,0.95,12905,1.1,"Algorithms, Data Structures, System Design",True,Medium,5,1.0,0.12
34,19828,Urban,Offline,Hearing,34,Advanced,55.84,Poor,4,Low,0.56,12860,6.8,"Algorithms, Data Structures, System Design",False,Hard,10,0.29,0.03
24,41118,Rural,Hybrid,Kinesthetic,19,Beginner,99.33,Good,7,Medium,0.6,16879,4.7,"Linear Regression, Neural Networks, Deep Learning",False,Easy,6,0.53,0.72
25,82755,Rural,Online,Kinesthetic,33,Intermediate,62.56,Average,1,Low,0.78,19929,5.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,4,0.69,0.11
26,48498,Suburban,Online,Visual,34,Beginner,85.8,Good,7,Medium,0.73,19149,1.1,"Algorithms, Data Structures, System Design",True,Hard,10,0.97,0.3
18,14041,Urban,Hybrid,Kinesthetic,4,Advanced,54.67,Average,6,High,1.0,2437,4.3,"Algorithms, Data Structures, System Design",False,Easy,2,0.33,0.48
20,17350,Rural,Online,Hearing,38,Intermediate,90.92,Good,9,High,0.8,18511,2.9,"Linear Regression, Neural Networks, Deep Learning",True,Easy,1,0.72,0.05
20,52226,Urban,Online,Hearing,13,Beginner,52.02,Poor,6,Low,0.61,12663,2.1,"Linear Regression, Neural Networks, Deep Learning",False,Easy,10,0.55,0.04
28,18603,Rural,Online,Kinesthetic,33,Intermediate,51.04,Average,6,Medium,0.94,4640,5.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,6,0.8,0.99
20,89195,Urban,Hybrid,Hearing,25,Advanced,80.09,Average,6,Low,0.97,14238,4.1,"Algorithms, Data Structures, System Design",True,Easy,5,0.74,0.34
25,72126,Urban,Hybrid,Visual,18,Beginner,70.5,Average,6,High,0.62,10316,9.1,"Algorithms, Data Structures, System Design",True,Medium,1,0.26,0.0
22,60034,Urban,Hybrid,Visual,34,Intermediate,52.55,Good,8,High,0.98,14612,5.5,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,2,0.08,0.16
18,14805,Rural,Online,Kinesthetic,28,Intermediate,52.5,Average,6,Medium,0.71,2677,1.6,"Algorithms, Data Structures, System Design",False,Easy,6,0.55,0.1
24,45940,Rural,Hybrid,Visual,26,Beginner,73.95,Poor,7,Medium,0.96,4976,4.9,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,9,0.67,0.46
20,26352,Rural,Online,Kinesthetic,23,Advanced,95.85,Good,2,Low,0.58,5707,8.9,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,9,0.63,0.4
31,86399,Rural,Hybrid,Visual,27,Intermediate,57.86,Average,4,Low,0.56,10821,2.2,"Linear Regression, Neural Networks, Deep Learning",False,Medium,8,0.09,0.75
24,52280,Rural,Offline,Hearing,23,Beginner,91.34,Poor,5,Low,0.85,6510,5.9,"Linear Regression, Neural Networks, Deep Learning",True,Easy,13,0.81,0.52
20,14928,Rural,Online,Visual,13,Intermediate,63.22,Good,2,Medium,0.69,4581,6.2,"Algorithms, Data Structures, System Design",True,Medium,11,0.38,0.83
30,64990,Rural,Offline,Kinesthetic,34,Advanced,92.01,Good,3,Low,0.75,5306,1.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,14,0.38,0.34
30,66296,Urban,Hybrid,Visual,37,Intermediate,57.39,Poor,2,High,0.7,1837,2.0,"Algorithms, Data Structures, System Design",True,Hard,6,0.01,0.57
20,74783,Urban,Online,Kinesthetic,28,Beginner,91.18,Good,4,High,0.76,4933,1.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,3,0.88,0.67
31,35328,Rural,Hybrid,Hearing,26,Beginner,65.59,Poor,2,Low,0.99,12086,6.2,"Linear Regression, Neural Networks, Deep Learning",True,Easy,9,0.42,0.36
20,59928,Suburban,Hybrid,Hearing,6,Advanced,58.6,Average,2,Low,0.81,8474,9.8,"Linear Regression, Neural Networks, Deep Learning",False,Easy,11,0.36,0.05
19,21654,Suburban,Hybrid,Hearing,23,Advanced,85.18,Poor,6,Low,0.78,14408,1.7,"Linear Regression, Neural Networks, Deep Learning",False,Medium,8,0.55,0.19
31,44390,Urban,Online,Visual,32,Beginner,68.19,Good,6,High,0.57,11772,6.2,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,3,0.49,0.05
33,39967,Urban,Offline,Kinesthetic,36,Beginner,74.37,Poor,7,High,0.59,1430,3.1,"Linear Regression, Neural Networks, Deep Learning",True,Medium,7,0.71,0.68
23,29014,Rural,Online,Kinesthetic,15,Advanced,64.7,Good,7,Medium,0.71,12435,3.6,"Linear Regression, Neural Networks, Deep Learning",False,Hard,9,0.95,0.83
27,88345,Urban,Hybrid,Hearing,33,Beginner,80.77,Good,8,Low,0.64,18619,7.4,"Linear Regression, Neural Networks, Deep Learning",True,Medium,7,0.8,0.78
26,84080,Suburban,Hybrid,Visual,12,Advanced,90.32,Average,1,Low,0.98,15567,2.6,"Linear Regression, Neural Networks, Deep Learning",True,Easy,5,0.11,0.09
33,72704,Rural,Hybrid,Kinesthetic,36,Intermediate,73.85,Good,7,Medium,0.71,18550,5.9,"Linear Regression, Neural Networks, Deep Learning",True,Hard,9,0.22,0.4
33,11250,Urban,Online,Hearing,32,Advanced,73.06,Average,6,High,0.74,9174,1.2,"Algorithms, Data Structures, System Design",False,Easy,9,0.43,0.41
20,99332,Urban,Offline,Kinesthetic,38,Intermediate,89.98,Good,9,Low,0.64,17178,4.1,"Algorithms, Data Structures, System Design",True,Hard,8,0.65,0.66
20,78681,Rural,Online,Kinesthetic,38,Beginner,79.75,Average,5,Low,0.61,18476,7.1,"Algorithms, Data Structures, System Design",False,Medium,13,0.4,0.28
28,86851,Suburban,Hybrid,Hearing,16,Advanced,94.72,Good,6,Medium,0.56,2483,3.5,"Algorithms, Data Structures, System Design",True,Medium,3,0.0,0.22
34,22497,Rural,Hybrid,Visual,13,Intermediate,83.92,Poor,2,High,0.78,19080,9.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,9,0.93,0.69
26,88871,Urban,Offline,Visual,31,Beginner,82.37,Good,2,Low,0.69,10523,5.2,"Algorithms, Data Structures, System Design",True,Medium,13,0.58,0.4
21,53642,Suburban,Offline,Hearing,20,Intermediate,86.9,Good,1,Low,0.63,5726,8.6,"Linear Regression, Neural Networks, Deep Learning",True,Medium,11,0.77,0.61
20,89592,Suburban,Offline,Kinesthetic,6,Beginner,64.53,Good,7,Low,0.92,19846,2.0,"Linear Regression, Neural Networks, Deep Learning",False,Hard,13,0.13,0.61
29,68045,Urban,Hybrid,Kinesthetic,4,Beginner,99.34,Average,1,High,0.89,12560,5.8,"Linear Regression, Neural Networks, Deep Learning",True,Easy,4,0.71,0.99
23,98443,Urban,Offline,Hearing,18,Advanced,86.95,Average,9,Low,0.62,9461,4.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,4,0.9,0.69
22,48684,Suburban,Online,Kinesthetic,3,Advanced,69.8,Good,4,Low,0.86,1571,2.3,"Algorithms, Data Structures, System Design",True,Easy,1,0.27,0.17
33,86835,Urban,Hybrid,Visual,7,Beginner,98.99,Poor,4,Low,0.53,1439,2.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,6,0.67,0.49
32,15406,Urban,Hybrid,Kinesthetic,35,Advanced,74.17,Good,8,Medium,0.92,2610,4.3,"Linear Regression, Neural Networks, Deep Learning",False,Hard,6,0.18,0.03
21,60839,Rural,Online,Visual,6,Intermediate,58.19,Poor,6,High,0.64,6390,1.6,"Algorithms, Data Structures, System Design",True,Hard,13,0.8,0.93
20,21758,Rural,Offline,Kinesthetic,6,Advanced,87.24,Poor,4,Low,0.79,15188,3.0,"Algorithms, Data Structures, System Design",True,Medium,9,0.79,0.07
20,60170,Urban,Offline,Hearing,32,Beginner,99.61,Good,9,High,0.68,3518,9.9,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,12,0.1,0.09
23,89769,Rural,Hybrid,Kinesthetic,36,Intermediate,88.43,Average,2,Medium,0.63,19974,9.8,"Linear Regression, Neural Networks, Deep Learning",True,Easy,8,0.84,0.07
23,89940,Suburban,Offline,Visual,8,Advanced,56.45,Poor,9,Low,0.92,17369,3.3,"Linear Regression, Neural Networks, Deep Learning",True,Medium,9,0.18,0.13
18,98660,Suburban,Hybrid,Hearing,22,Intermediate,63.3,Average,4,Low,0.51,1654,7.8,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,6,0.11,0.17
21,92158,Urban,Online,Hearing,2,Intermediate,86.79,Good,9,Low,0.79,15984,3.0,"Linear Regression, Neural Networks, Deep Learning",True,Easy,14,0.94,0.93
18,52370,Rural,Offline,Hearing,8,Intermediate,75.82,Good,4,Low,0.53,2508,8.6,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,2,0.88,0.13
33,89587,Urban,Offline,Kinesthetic,25,Advanced,69.37,Poor,6,Low,0.61,12726,7.8,"Linear Regression, Neural Networks, Deep Learning",True,Medium,5,0.72,0.72
31,35938,Rural,Hybrid,Visual,27,Advanced,69.27,Average,1,Medium,0.78,11208,9.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,3,0.34,0.81
21,40440,Urban,Offline,Visual,10,Intermediate,84.26,Average,8,Low,0.65,6150,3.0,"Linear Regression, Neural Networks, Deep Learning",True,Medium,9,0.31,0.14
30,41749,Rural,Hybrid,Kinesthetic,30,Beginner,79.35,Poor,6,High,0.78,11323,3.1,"Linear Regression, Neural Networks, Deep Learning",True,Hard,3,0.98,0.94
33,14706,Suburban,Hybrid,Kinesthetic,21,Advanced,88.28,Average,1,High,0.68,16569,5.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,13,0.34,0.72
31,55849,Rural,Online,Visual,35,Beginner,96.24,Average,4,Medium,0.74,10301,5.0,"Linear Regression, Neural Networks, Deep Learning",True,Medium,1,0.57,0.04
33,74836,Rural,Hybrid,Hearing,6,Intermediate,72.95,Average,2,Medium,0.97,13515,5.2,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,0,0.55,0.39
29,74860,Rural,Hybrid,Hearing,34,Intermediate,91.95,Good,9,High,0.61,1847,1.5,"Linear Regression, Neural Networks, Deep Learning",True,Hard,2,0.6,0.31
30,45980,Suburban,Offline,Kinesthetic,4,Beginner,81.91,Average,4,Low,0.8,11259,3.3,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,3,0.9,0.25
34,52185,Urban,Offline,Kinesthetic,19,Beginner,83.06,Poor,7,Low,0.78,14789,8.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,3,0.58,0.39
23,94848,Urban,Online,Kinesthetic,16,Beginner,82.43,Average,6,Medium,0.86,1087,1.5,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,12,0.41,0.83
31,46610,Suburban,Online,Hearing,23,Beginner,82.04,Poor,8,High,0.66,9533,3.9,"Algorithms, Data Structures, System Design",False,Easy,2,0.24,0.39
34,22329,Suburban,Hybrid,Hearing,37,Advanced,54.06,Good,7,Low,0.62,15468,1.1,"Algorithms, Data Structures, System Design",True,Medium,1,0.72,0.48
26,34304,Urban,Online,Hearing,37,Advanced,98.32,Average,6,High,0.59,3354,5.4,"Algorithms, Data Structures, System Design",True,Medium,4,0.78,0.23
34,31921,Urban,Offline,Hearing,16,Advanced,67.88,Poor,8,Low,0.94,1508,8.8,"Algorithms, Data Structures, System Design",True,Hard,4,0.27,0.35
27,81278,Rural,Hybrid,Visual,1,Advanced,87.74,Good,2,High,0.81,13991,5.3,"Algorithms, Data Structures, System Design",True,Easy,0,0.44,0.87
19,98578,Urban,Offline,Visual,9,Intermediate,70.79,Poor,6,High,0.53,12771,2.9,"Algorithms, Data Structures, System Design",True,Hard,10,0.16,0.99
34,65516,Rural,Hybrid,Visual,8,Intermediate,86.77,Good,3,Low,0.92,1505,5.0,"Linear Regression, Neural Networks, Deep Learning",True,Easy,11,0.13,0.65
27,74963,Urban,Offline,Hearing,32,Intermediate,52.56,Poor,2,Low,0.9,8747,3.8,"Linear Regression, Neural Networks, Deep Learning",True,Medium,8,0.12,0.31
22,67363,Urban,Online,Visual,21,Advanced,68.72,Average,3,Medium,0.53,11577,9.8,"Algorithms, Data Structures, System Design",True,Hard,0,0.84,0.09
30,32215,Suburban,Offline,Kinesthetic,37,Intermediate,77.09,Poor,5,High,0.97,19063,3.1,"Algorithms, Data Structures, System Design",False,Medium,1,0.18,0.71
24,98122,Urban,Online,Kinesthetic,1,Intermediate,63.45,Average,1,Low,0.93,9445,1.2,"Linear Regression, Neural Networks, Deep Learning",True,Medium,12,0.61,0.71
33,70269,Rural,Hybrid,Hearing,33,Beginner,96.55,Poor,1,High,0.59,13547,3.4,"Linear Regression, Neural Networks, Deep Learning",True,Medium,2,0.47,0.14
20,22332,Suburban,Online,Visual,5,Beginner,57.99,Good,2,Medium,0.55,19673,8.9,"Algorithms, Data Structures, System Design",False,Hard,7,0.15,0.51
30,18735,Rural,Hybrid,Hearing,6,Advanced,83.93,Good,4,Low,0.59,3380,2.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,8,0.37,0.0
31,86483,Suburban,Online,Hearing,13,Beginner,54.04,Good,7,Medium,0.96,14676,8.1,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,11,0.75,0.08
19,69552,Rural,Hybrid,Kinesthetic,18,Beginner,96.5,Good,7,High,0.82,17045,5.3,"Linear Regression, Neural Networks, Deep Learning",True,Easy,9,0.95,0.78
29,99902,Urban,Online,Hearing,15,Advanced,87.1,Poor,5,Low,0.72,15610,8.1,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,12,0.52,0.12
31,29264,Suburban,Offline,Visual,13,Intermediate,79.49,Average,3,Low,0.55,6394,9.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,14,0.84,0.79
22,14657,Suburban,Online,Visual,5,Beginner,79.79,Poor,4,High,0.59,5410,5.6,"Linear Regression, Neural Networks, Deep Learning",False,Easy,14,0.57,0.62
24,28476,Rural,Offline,Hearing,30,Intermediate,84.06,Good,1,Low,0.81,16499,2.2,"Algorithms, Data Structures, System Design",False,Medium,7,0.8,0.71
30,84556,Urban,Hybrid,Hearing,1,Intermediate,99.15,Average,7,High,1.0,6257,8.8,"Algorithms, Data Structures, System Design",False,Medium,3,0.76,0.31
21,99780,Suburban,Online,Hearing,16,Advanced,52.49,Average,2,Low,0.52,7124,7.3,"Linear Regression, Neural Networks, Deep Learning",False,Easy,0,0.09,0.24
32,17940,Suburban,Online,Hearing,14,Intermediate,97.03,Average,2,Medium,0.75,14601,6.0,"Algorithms, Data Structures, System Design",False,Medium,6,0.06,0.25
26,38104,Urban,Online,Kinesthetic,11,Advanced,62.71,Average,3,High,0.64,6272,10.0,"Linear Regression, Neural Networks, Deep Learning",True,Medium,2,0.52,0.24
24,45883,Suburban,Hybrid,Kinesthetic,7,Advanced,78.27,Poor,5,High,0.86,3247,6.0,"Linear Regression, Neural Networks, Deep Learning",False,Easy,0,0.45,0.97
20,40522,Urban,Offline,Kinesthetic,10,Intermediate,60.94,Poor,6,High,0.77,2867,5.1,"Algorithms, Data Structures, System Design",True,Medium,10,0.79,0.95
31,41121,Urban,Hybrid,Hearing,34,Beginner,90.11,Average,7,High,0.56,4505,5.7,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,6,0.84,0.6
34,79540,Rural,Hybrid,Visual,18,Beginner,92.32,Poor,6,High,0.95,17981,4.0,"Linear Regression, Neural Networks, Deep Learning",False,Hard,9,0.61,0.06
29,49053,Suburban,Online,Kinesthetic,9,Intermediate,83.97,Poor,6,Low,0.8,6526,6.5,"Linear Regression, Neural Networks, Deep Learning",False,Hard,7,0.1,0.94
21,53793,Urban,Hybrid,Visual,12,Advanced,57.42,Average,4,Low,0.87,1162,6.2,"Algorithms, Data Structures, System Design",False,Easy,13,0.98,0.43
34,27608,Urban,Online,Kinesthetic,17,Beginner,61.0,Good,1,Low,0.64,6914,3.6,"Linear Regression, Neural Networks, Deep Learning",False,Easy,1,0.91,0.5
31,23512,Rural,Hybrid,Kinesthetic,32,Beginner,84.89,Good,4,High,0.68,13273,7.9,"Linear Regression, Neural Networks, Deep Learning",False,Easy,11,0.37,0.15
22,84641,Rural,Hybrid,Hearing,8,Intermediate,98.5,Good,2,High,0.85,3045,1.9,"Linear Regression, Neural Networks, Deep Learning",False,Hard,11,0.72,0.99
34,30906,Suburban,Online,Kinesthetic,9,Beginner,79.48,Average,4,High,0.78,9215,5.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,3,0.89,0.97
32,80625,Urban,Offline,Visual,19,Intermediate,73.07,Average,8,High,0.84,17727,2.4,"Linear Regression, Neural Networks, Deep Learning",True,Easy,8,0.28,0.6
32,28423,Suburban,Online,Hearing,15,Intermediate,64.8,Good,6,Medium,0.95,5454,9.0,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,1,0.48,0.36
21,15250,Rural,Online,Visual,33,Beginner,66.77,Poor,8,High,0.87,17847,1.1,"Linear Regression, Neural Networks, Deep Learning",False,Easy,3,0.78,0.26
28,78125,Rural,Hybrid,Hearing,23,Beginner,59.18,Average,6,High,0.81,5984,3.8,"Statistical Analysis, Data Visualization, Data Cleaning",False,Hard,8,0.54,0.16
24,85415,Urban,Online,Hearing,38,Beginner,76.96,Poor,3,High,0.82,8453,2.3,"Statistical Analysis, Data Visualization, Data Cleaning",True,Medium,0,0.93,0.87
26,80388,Urban,Online,Hearing,10,Intermediate,53.41,Poor,9,Medium,0.65,17919,5.9,"Algorithms, Data Structures, System Design",False,Hard,4,0.53,0.68
20,18454,Urban,Hybrid,Hearing,31,Intermediate,59.52,Good,9,High,0.98,6021,1.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,9,0.98,0.62
24,38203,Suburban,Hybrid,Hearing,11,Intermediate,58.24,Average,1,Medium,0.74,4590,3.4,"Algorithms, Data Structures, System Design",True,Hard,6,0.79,0.35
33,26537,Urban,Online,Kinesthetic,11,Advanced,81.74,Average,1,High,0.88,8761,2.8,"Linear Regression, Neural Networks, Deep Learning",False,Easy,13,0.12,0.19
24,51870,Suburban,Online,Hearing,17,Intermediate,52.15,Good,7,Low,0.57,4496,3.9,"Linear Regression, Neural Networks, Deep Learning",True,Medium,8,0.04,0.75
28,53971,Rural,Hybrid,Visual,18,Intermediate,58.15,Good,7,Medium,0.99,2274,5.2,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,2,0.79,0.68
19,47240,Rural,Offline,Hearing,21,Beginner,90.39,Poor,6,Low,0.52,19318,8.9,"Algorithms, Data Structures, System Design",False,Hard,9,0.69,0.81
27,88047,Suburban,Online,Visual,11,Advanced,87.46,Poor,2,Low,1.0,17977,6.5,"Linear Regression, Neural Networks, Deep Learning",True,Easy,9,0.77,0.86
19,32212,Rural,Online,Visual,15,Beginner,92.31,Good,2,High,0.95,10578,4.4,"Algorithms, Data Structures, System Design",True,Hard,0,0.75,0.8
25,54810,Suburban,Hybrid,Visual,33,Advanced,67.19,Good,1,Medium,0.75,3371,6.7,"Linear Regression, Neural Networks, Deep Learning",True,Easy,5,0.71,0.31
25,85999,Rural,Hybrid,Hearing,12,Beginner,90.74,Good,1,Medium,0.59,2810,1.4,"Algorithms, Data Structures, System Design",False,Easy,12,0.58,0.13
26,86748,Rural,Offline,Hearing,2,Intermediate,92.02,Good,9,Medium,0.8,6415,6.9,"Linear Regression, Neural Networks, Deep Learning",True,Easy,11,0.23,0.13
27,77839,Suburban,Offline,Hearing,11,Beginner,72.63,Good,6,Low,1.0,19447,5.0,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,4,0.05,0.87
20,34568,Urban,Offline,Visual,16,Beginner,51.75,Good,1,High,0.74,3296,8.4,"Statistical Analysis, Data Visualization, Data Cleaning",True,Hard,10,0.65,0.38
32,49382,Rural,Hybrid,Visual,13,Beginner,92.03,Average,1,High,0.72,4395,1.0,"Algorithms, Data Structures, System Design",True,Medium,2,0.5,0.65
21,33329,Urban,Hybrid,Kinesthetic,5,Intermediate,80.33,Average,8,High,0.9,15645,2.6,"Linear Regression, Neural Networks, Deep Learning",True,Easy,12,0.41,0.93
31,65353,Urban,Hybrid,Kinesthetic,31,Intermediate,87.57,Good,3,High,0.69,7137,7.0,"Algorithms, Data Structures, System Design",False,Medium,5,0.05,0.34
29,73388,Suburban,Offline,Visual,8,Beginner,77.12,Good,4,Medium,0.91,12336,9.9,"Algorithms, Data Structures, System Design",False,Medium,3,0.31,0.29
34,82895,Suburban,Hybrid,Kinesthetic,25,Advanced,79.22,Average,9,High,0.65,10758,5.5,"Linear Regression, Neural Networks, Deep Learning",False,Easy,13,0.92,0.19
33,48826,Rural,Offline,Kinesthetic,4,Advanced,72.44,Poor,7,High,0.86,9932,9.0,"Algorithms, Data Structures, System Design",False,Hard,3,0.53,0.39
18,60944,Suburban,Offline,Hearing,14,Beginner,54.85,Poor,7,High,0.97,6269,2.8,"Linear Regression, Neural Networks, Deep Learning",True,Hard,1,0.31,0.09
30,24874,Urban,Offline,Hearing,36,Intermediate,89.69,Average,9,Medium,0.87,12286,2.6,"Statistical Analysis, Data Visualization, Data Cleaning",True,Easy,12,0.21,0.82
22,73088,Rural,Offline,Kinesthetic,1,Beginner,70.01,Good,9,Medium,0.58,8363,8.9,"Linear Regression, Neural Networks, Deep Learning",True,Hard,12,0.62,0.83
27,40118,Rural,Offline,Visual,5,Beginner,61.61,Poor,3,Medium,0.61,10107,7.1,"Algorithms, Data Structures, System Design",True,Hard,11,0.33,0.51
34,50363,Suburban,Offline,Visual,4,Beginner,64.68,Poor,1,High,0.67,16476,4.5,"Linear Regression, Neural Networks, Deep Learning",False,Easy,12,0.1,0.72
19,52026,Urban,Online,Hearing,25,Beginner,71.02,Poor,1,Low,0.91,7827,6.0,"Linear Regression, Neural Networks, Deep Learning",False,Easy,1,0.22,0.76
23,37295,Urban,Offline,Kinesthetic,23,Intermediate,55.62,Good,4,Low,0.96,4889,1.5,"Linear Regression, Neural Networks, Deep Learning",False,Hard,11,0.59,0.88
23,94625,Rural,Offline,Kinesthetic,38,Beginner,77.33,Good,1,Low,0.83,9604,6.1,"Algorithms, Data Structures, System Design",False,Easy,7,0.19,0.24
24,85680,Suburban,Offline,Kinesthetic,3,Intermediate,93.78,Good,4,High,0.99,16473,1.3,"Linear Regression, Neural Networks, Deep Learning",True,Easy,11,0.97,0.62
28,16642,Rural,Online,Visual,30,Advanced,66.97,Good,4,Low,0.69,12535,7.3,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,12,0.6,0.27
25,35966,Suburban,Hybrid,Visual,15,Intermediate,89.92,Poor,5,Medium,0.56,13444,8.6,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,13,0.07,1.0
33,95795,Suburban,Online,Hearing,39,Intermediate,72.21,Good,1,Low,0.59,12986,2.6,"Algorithms, Data Structures, System Design",True,Medium,6,0.91,0.26
32,89878,Rural,Online,Kinesthetic,13,Beginner,62.17,Good,2,High,0.99,10470,6.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Medium,4,0.72,0.1
32,47178,Rural,Hybrid,Hearing,24,Beginner,61.63,Poor,1,High,1.0,4452,9.0,"Algorithms, Data Structures, System Design",True,Easy,11,0.72,0.98
34,59826,Rural,Online,Kinesthetic,16,Advanced,96.74,Average,8,High,0.56,8782,2.1,"Algorithms, Data Structures, System Design",True,Hard,11,0.57,0.85
24,24577,Suburban,Offline,Kinesthetic,4,Advanced,95.23,Average,2,High,0.51,15598,6.7,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,14,0.65,0.29
19,90128,Suburban,Hybrid,Visual,25,Advanced,66.04,Average,7,High,0.78,18381,3.0,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,13,0.6,0.52
26,68056,Suburban,Offline,Visual,27,Intermediate,57.04,Good,7,Low,0.78,16962,2.4,"Statistical Analysis, Data Visualization, Data Cleaning",False,Easy,11,0.11,0.52
